Source,Target,Weight,Date
C508,M2372,3,2005-11-26
C508,M2452,5,2005-05-23
C508,M2465,5,2005-06-28
C508,M2743,5,2005-06-09
C508,M2816,4,2005-10-26
C508,M2862,5,2005-10-28
C508,M2944,4,2005-11-26
C508,M3072,4,2005-11-26
C508,M3151,1,2005-12-05
C508,M3153,3,2005-08-30
C508,M3224,4,2005-04-06
C508,M3282,5,2005-05-23
C508,M3371,5,2005-05-23
C508,M3408,4,2005-11-26
C508,M3756,4,2005-05-23
C508,M3917,5,2005-05-20
C508,M4080,3,2005-06-23
C508,M4227,4,2005-11-26
C508,M4266,4,2005-05-23
C508,M4306,4,2005-11-26
C508,M4345,5,2005-05-23
C508,M4472,3,2005-04-06
C515,M2362,5,2005-07-22
C517,M457,3,2005-03-22
C517,M886,3,2005-09-30
C517,M1300,2,2005-04-26
C517,M1305,4,2005-08-09
C517,M2112,4,2005-05-20
C517,M2342,4,2005-10-17
C517,M2913,4,2005-08-31
C517,M3917,4,2005-03-22
C517,M4356,5,2005-05-18
C527,M28,5,2003-07-25
C527,M30,4,2004-07-01
C527,M97,3,2003-03-18
C527,M156,4,2003-03-03
C527,M191,4,2004-04-17
C527,M197,4,2004-11-03
C527,M213,3,2005-01-04
C527,M299,5,2003-04-23
C527,M312,5,2004-04-17
C527,M357,2,2004-06-01
C527,M362,2,2004-07-23
C527,M368,3,2004-04-17
C527,M413,4,2003-03-11
C527,M457,4,2005-01-03
C527,M468,2,2004-05-27
C527,M483,3,2003-10-16
C527,M564,3,2005-02-26
C527,M571,5,2003-03-04
C527,M660,5,2004-02-18
C527,M708,5,2003-03-04
C527,M758,3,2004-12-15
C527,M798,5,2003-03-04
C527,M846,2,2005-08-09
C527,M886,4,2005-08-22
C527,M964,3,2003-12-30
C527,M985,4,2003-03-03
C527,M1094,4,2004-04-17
C527,M1110,4,2004-03-02
C527,M1220,4,2004-10-06
C527,M1267,3,2003-07-25
C527,M1307,3,2005-02-26
C527,M1408,4,2004-03-30
C527,M1428,4,2004-04-17
C527,M1470,4,2005-01-24
C527,M1482,1,2004-08-11
C527,M1542,5,2004-08-11
C527,M1615,3,2003-07-25
C527,M1632,3,2005-07-06
C527,M1744,5,2004-04-17
C527,M1746,2,2004-07-25
C527,M1798,5,2004-04-17
C527,M1799,3,2004-04-17
C527,M1816,3,2004-07-29
C527,M1843,3,2004-04-17
C527,M1865,3,2005-01-04
C527,M1877,4,2004-05-01
C527,M1905,5,2004-07-13
C527,M1918,2,2004-12-21
C527,M1962,3,2004-06-28
C527,M1998,4,2005-11-29
C527,M2015,1,2003-10-16
C527,M2112,3,2005-02-26
C527,M2122,4,2004-06-16
C527,M2186,3,2004-07-25
C527,M2209,4,2003-03-03
C527,M2342,4,2005-01-24
C527,M2372,4,2004-12-21
C527,M2391,2,2004-06-23
C527,M2452,5,2005-02-26
C527,M2464,3,2004-07-23
C527,M2578,4,2003-03-26
C527,M2585,5,2003-06-11
C527,M2690,3,2004-04-23
C527,M2699,3,2005-02-26
C527,M2762,2,2005-02-24
C527,M2768,4,2005-07-06
C527,M2862,5,2003-03-03
C527,M2874,3,2005-02-26
C527,M2960,3,2004-10-14
C527,M2992,3,2004-07-13
C527,M3098,3,2004-04-17
C527,M3106,3,2003-03-03
C527,M3138,4,2005-05-30
C527,M3151,4,2005-04-05
C527,M3275,3,2003-06-16
C527,M3290,5,2003-03-03
C527,M3320,4,2005-02-26
C527,M3326,2,2004-04-20
C527,M3368,3,2003-03-03
C527,M3371,4,2004-07-13
C527,M3427,3,2003-12-17
C527,M3446,2,2004-01-25
C527,M3481,2,2003-12-13
C527,M3538,3,2003-03-04
C527,M3582,4,2003-03-03
C527,M3605,3,2003-05-20
C527,M3610,5,2004-04-17
C527,M3626,3,2004-02-18
C527,M3638,2,2005-08-09
C527,M3713,3,2005-03-09
C527,M3728,3,2004-07-23
C527,M3756,2,2003-07-25
C527,M3787,1,2004-04-30
C527,M3825,4,2005-02-26
C527,M3860,3,2003-12-26
C527,M3875,4,2005-07-06
C527,M3894,3,2005-03-09
C527,M3917,4,2005-02-24
C527,M3925,3,2004-04-17
C527,M3926,4,2004-04-20
C527,M3936,3,2004-08-11
C527,M3938,4,2004-11-27
C527,M3962,4,2004-07-23
C527,M3966,3,2005-03-24
C527,M4056,2,2004-07-25
C527,M4201,3,2003-07-23
C527,M4216,4,2003-03-04
C527,M4262,4,2003-05-20
C527,M4269,2,2003-07-08
C527,M4345,4,2004-02-03
C527,M4355,2,2004-11-05
C527,M4356,4,2003-03-21
C527,M4364,5,2003-03-03
C527,M4418,4,2005-04-29
C527,M4432,3,2003-12-28
C527,M4472,5,2005-02-26
C527,M4479,4,2003-03-03
C527,M4488,3,2003-03-04
C529,M1632,2,2005-07-09
C529,M3106,5,2005-06-18
C536,M30,5,2004-05-17
C536,M148,5,2005-07-26
C536,M187,3,2003-04-06
C536,M299,3,2005-08-03
C536,M357,3,2004-08-26
C536,M361,3,2005-07-26
C536,M751,5,2004-02-12
C536,M758,5,2004-10-23
C536,M1046,4,2004-03-16
C536,M1102,5,2003-07-10
C536,M1138,4,2005-07-26
C536,M1144,5,2004-11-19
C536,M1145,5,2004-10-05
C536,M1174,5,2005-07-26
C536,M1220,5,2004-11-19
C536,M1428,5,2004-01-06
C536,M1542,5,2005-07-27
C536,M1561,4,2004-02-12
C536,M1590,5,2003-02-13
C536,M1645,5,2003-12-27
C536,M1833,5,2004-08-15
C536,M1905,5,2004-01-06
C536,M1962,5,2004-08-06
C536,M2152,5,2004-05-17
C536,M2200,3,2003-02-13
C536,M2254,3,2004-10-05
C536,M2290,5,2004-10-05
C536,M2389,5,2004-10-05
C536,M2391,5,2004-07-18
C536,M2452,5,2003-02-13
C536,M2457,5,2005-07-26
C536,M2612,4,2003-10-17
C536,M2779,1,2004-05-17
C536,M2862,5,2005-02-02
C536,M2874,4,2005-01-07
C536,M2913,2,2005-07-26
C536,M2960,3,2004-10-23
C536,M3079,5,2004-10-05
C536,M3106,5,2004-01-06
C536,M3282,4,2005-07-26
C536,M3320,3,2003-04-25
C536,M3368,4,2005-07-26
C536,M3385,3,2003-11-06
C536,M3463,5,2004-12-10
C536,M3894,5,2005-02-24
C536,M3938,4,2004-11-19
C536,M3962,5,2004-02-12
C536,M4043,4,2003-05-12
C536,M4269,4,2003-05-12
C536,M4306,5,2005-08-03
C536,M4330,5,2004-03-16
C536,M4356,4,2003-10-17
C536,M4472,3,2004-09-26
C544,M312,5,2001-08-02
C544,M331,3,2004-04-05
C544,M424,4,2000-03-06
C544,M482,4,2004-04-05
C544,M571,5,2001-08-02
C544,M615,3,2002-01-30
C544,M829,3,2000-03-06
C544,M985,3,2000-03-08
C544,M1100,2,2002-12-11
C544,M1145,1,2003-12-03
C544,M1394,1,2001-02-19
C544,M1542,1,2000-03-06
C544,M1656,3,2002-01-03
C544,M1700,5,2002-01-03
C544,M1744,4,2003-12-03
C544,M2015,3,2004-06-08
C544,M2122,4,2001-08-02
C544,M2152,1,2003-12-03
C544,M2163,2,2001-02-19
C544,M2314,3,2000-03-06
C544,M2430,4,2004-09-04
C544,M2443,5,2001-02-19
C544,M2464,2,2001-02-19
C544,M2465,3,2001-08-02
C544,M2499,2,2003-12-03
C544,M2580,1,2004-09-24
C544,M2780,3,2000-03-06
C544,M2862,4,2000-03-06
C544,M2922,3,2000-03-06
C544,M2940,3,2000-03-06
C544,M2965,3,2000-03-06
C544,M3148,1,2000-03-06
C544,M3168,3,2000-03-06
C544,M3371,4,2003-12-03
C544,M3446,3,2003-12-23
C544,M3510,5,2001-02-19
C544,M3571,3,2000-03-06
C544,M3605,4,2000-03-21
C544,M3611,1,2001-02-19
C544,M3684,3,2000-03-06
C544,M3730,4,2001-02-19
C544,M3920,2,2000-03-06
C544,M3946,2,2003-08-11
C544,M4056,3,2003-12-03
C544,M4080,4,2004-03-15
C544,M4159,4,2004-09-15
C544,M4227,4,2000-03-06
C544,M4392,4,2004-11-26
C544,M4402,3,2000-03-06
C544,M4488,5,2002-01-03
C546,M108,5,2005-01-06
C546,M197,2,2005-03-20
C546,M273,4,2005-05-16
C546,M334,3,2005-08-12
C546,M886,3,2005-06-23
C546,M1046,4,2004-08-09
C546,M1073,3,2005-08-02
C546,M1110,3,2004-07-09
C546,M1220,4,2004-10-21
C546,M1865,2,2004-12-30
C546,M1962,5,2004-07-09
C546,M2269,1,2005-03-20
C546,M2372,3,2005-04-15
C546,M2457,4,2004-11-11
C546,M2580,5,2004-06-15
C546,M2643,4,2005-06-23
C546,M2874,3,2004-12-19
C546,M2960,1,2004-11-29
C546,M2992,4,2004-10-21
C546,M3254,3,2004-07-13
C546,M3713,2,2005-04-27
C546,M3894,2,2005-02-20
C546,M3917,2,2005-02-20
C546,M3962,4,2004-07-09
C546,M4149,3,2004-10-21
C546,M4266,4,2004-09-29
C546,M4315,4,2005-06-23
C546,M4420,4,2005-06-23
C546,M4432,3,2004-07-13
C547,M528,3,2005-11-05
C547,M533,4,2005-09-17
C547,M571,5,2005-09-20
C547,M1665,3,2005-09-07
C547,M1983,5,2005-10-11
C547,M2122,5,2005-09-29
C547,M2342,4,2005-09-20
C547,M2782,5,2005-09-29
C547,M3106,5,2005-09-01
C547,M3427,2,2005-09-01
C547,M3624,5,2005-11-05
C547,M3689,4,2005-11-05
C547,M3817,5,2005-11-05
C547,M4262,4,2005-09-20
C547,M4306,5,2005-09-01
C550,M457,5,2005-01-28
C550,M759,5,2004-03-13
C550,M963,4,2004-03-13
C550,M1428,5,2004-03-13
C550,M1455,4,2004-03-13
C550,M1509,4,2004-03-13
C550,M1542,1,2004-03-13
C550,M1744,4,2004-03-13
C550,M1810,5,2004-03-13
C550,M1843,3,2004-03-13
C550,M2186,3,2004-03-13
C550,M2199,5,2004-03-13
C550,M2200,2,2004-03-13
C550,M2251,1,2004-03-13
C550,M2495,3,2004-03-13
C550,M2617,3,2004-03-13
C550,M2828,1,2004-03-13
C550,M3106,4,2004-03-13
C550,M3254,1,2004-03-13
C550,M3638,5,2004-03-13
C550,M3684,5,2004-03-13
C550,M3942,4,2004-03-13
C550,M4080,3,2004-03-13
C550,M4216,3,2004-03-13
C550,M4256,4,2004-03-13
C550,M4389,4,2004-03-13
C550,M4432,3,2004-03-13
C561,M36,1,2005-10-03
C561,M175,4,2005-02-16
C561,M189,5,2005-09-09
C561,M191,5,2005-02-16
C561,M290,5,2005-06-06
C561,M299,5,2005-08-09
C561,M312,4,2005-03-23
C561,M329,5,2005-03-23
C561,M331,5,2005-06-08
C561,M393,5,2005-03-23
C561,M445,4,2005-03-23
C561,M468,5,2005-06-08
C561,M482,4,2005-10-03
C561,M483,3,2005-02-16
C561,M494,3,2005-02-16
C561,M548,5,2005-09-09
C561,M550,1,2005-03-23
C561,M571,5,2005-09-09
C561,M607,3,2005-03-23
C561,M658,2,2005-08-09
C561,M662,4,2005-09-09
C561,M692,3,2005-08-09
C561,M693,3,2005-03-23
C561,M708,3,2005-09-09
C561,M788,5,2005-03-23
C561,M798,4,2005-03-23
C561,M811,4,2005-09-09
C561,M818,3,2005-03-23
C561,M851,4,2005-09-09
C561,M897,5,2005-09-09
C561,M908,3,2005-02-21
C561,M1104,3,2005-03-23
C561,M1110,4,2005-02-16
C561,M1144,4,2005-02-16
C561,M1202,3,2005-02-16
C561,M1250,4,2005-09-09
C561,M1255,5,2005-03-23
C561,M1307,4,2005-02-16
C561,M1406,3,2005-03-23
C561,M1467,4,2005-08-09
C561,M1495,5,2005-03-23
C561,M1542,2,2005-02-16
C561,M1578,3,2005-10-02
C561,M1602,1,2005-03-23
C561,M1625,5,2005-02-16
C561,M1703,3,2005-10-02
C561,M1709,3,2005-08-09
C561,M1744,4,2005-08-09
C561,M1799,4,2005-02-16
C561,M1843,3,2005-03-23
C561,M1861,4,2005-03-23
C561,M1902,2,2005-10-02
C561,M1905,4,2005-02-16
C561,M1971,3,2005-03-23
C561,M2000,4,2005-03-23
C561,M2001,3,2005-03-23
C561,M2009,3,2005-03-23
C561,M2095,3,2005-02-16
C561,M2152,3,2005-08-09
C561,M2178,5,2005-03-23
C561,M2186,3,2005-02-16
C561,M2389,5,2005-09-09
C561,M2395,1,2005-09-09
C561,M2430,5,2005-02-16
C561,M2462,4,2005-03-23
C561,M2782,4,2005-06-08
C561,M2800,3,2005-02-16
C561,M2803,5,2005-10-02
C561,M2922,5,2005-08-09
C561,M2992,5,2005-03-23
C561,M3047,4,2005-09-09
C561,M3138,4,2005-08-09
C561,M3165,4,2005-08-09
C561,M3168,4,2005-03-23
C561,M3192,3,2005-09-09
C561,M3254,5,2005-02-16
C561,M3274,3,2005-03-23
C561,M3320,4,2005-08-09
C561,M3368,3,2005-02-16
C561,M3427,3,2005-02-16
C561,M3428,5,2005-09-09
C561,M3463,4,2005-02-16
C561,M3541,4,2005-03-23
C561,M3563,3,2005-09-09
C561,M3610,4,2005-02-16
C561,M3617,4,2005-08-09
C561,M3624,4,2005-08-09
C561,M3638,5,2005-02-16
C561,M3648,4,2005-08-09
C561,M3650,5,2005-03-23
C561,M3668,5,2005-03-23
C561,M3684,4,2005-02-16
C561,M3715,3,2005-03-23
C561,M3728,4,2005-03-23
C561,M3730,5,2005-08-09
C561,M3782,3,2005-02-16
C561,M3825,2,2005-03-23
C561,M3835,4,2005-03-23
C561,M3840,4,2005-03-23
C561,M3893,3,2005-08-09
C561,M3903,4,2005-09-09
C561,M3923,3,2005-03-23
C561,M3925,5,2005-02-16
C561,M3938,4,2005-02-16
C561,M3962,5,2005-02-26
C561,M4007,3,2005-03-23
C561,M4227,5,2005-03-23
C561,M4256,3,2005-02-16
C561,M4302,4,2005-03-23
C561,M4306,5,2005-03-23
C561,M4330,3,2005-02-16
C561,M4341,5,2005-03-23
C561,M4389,5,2005-08-09
C561,M4392,5,2005-11-01
C561,M4418,4,2005-03-23
C561,M4432,4,2005-08-09
C561,M4472,5,2005-08-09
C576,M705,5,2005-08-07
C576,M758,5,2005-08-07
C576,M1145,5,2005-08-07
C576,M1307,4,2005-08-07
C576,M1542,2,2005-08-07
C576,M1703,5,2005-08-07
C576,M1754,5,2005-08-07
C576,M1798,4,2005-08-07
C576,M1905,5,2005-08-07
C576,M1962,5,2005-08-07
C576,M2152,4,2005-08-07
C576,M2470,3,2005-08-07
C576,M3106,3,2005-08-07
C576,M3463,4,2005-08-07
C576,M3962,5,2005-08-07
C576,M4256,5,2005-08-07
C576,M4472,5,2005-12-30
C578,M111,3,2005-11-30
C578,M483,4,2005-11-27
C578,M533,3,2005-11-28
C578,M607,3,2005-11-27
C578,M705,5,2005-12-10
C578,M851,4,2005-12-11
C578,M1020,5,2005-12-10
C578,M1102,5,2005-11-28
C578,M1174,5,2005-12-11
C578,M1220,5,2005-11-27
C578,M1509,4,2005-11-05
C578,M1561,4,2005-11-25
C578,M1585,4,2005-11-30
C578,M1642,4,2005-11-08
C578,M1783,3,2005-11-29
C578,M1810,3,2005-11-05
C578,M1905,5,2005-11-05
C578,M1912,2,2005-11-05
C578,M1962,4,2005-11-25
C578,M2095,4,2005-11-05
C578,M2173,3,2005-12-11
C578,M2178,4,2005-11-30
C578,M2186,4,2005-11-05
C578,M2391,4,2005-11-25
C578,M2470,4,2005-11-28
C578,M2532,5,2005-12-11
C578,M2612,3,2005-11-05
C578,M2617,2,2005-11-27
C578,M2775,3,2005-11-25
C578,M2782,5,2005-11-05
C578,M2809,1,2005-11-28
C578,M3079,5,2005-12-11
C578,M3138,5,2005-11-27
C578,M3151,3,2005-12-11
C578,M3161,4,2005-11-28
C578,M3239,1,2005-11-05
C578,M3274,5,2005-11-27
C578,M3505,2,2005-11-28
C578,M3638,3,2005-11-05
C578,M3684,4,2005-11-27
C578,M3689,5,2005-11-27
C578,M3824,5,2005-11-27
C578,M3860,4,2005-11-25
C578,M3864,5,2005-11-25
C578,M3920,4,2005-11-30
C578,M3936,4,2005-11-27
C578,M4262,4,2005-11-27
C578,M4266,5,2005-11-05
C578,M4389,4,2005-11-28
C578,M4393,5,2005-11-27
C585,M197,3,2004-11-27
C585,M1220,5,2004-11-27
C585,M2112,4,2004-12-11
C585,M2372,5,2004-12-13
C585,M3021,2,2004-09-13
C585,M3860,4,2005-02-14
C585,M4432,4,2004-11-27
C592,M28,4,2005-04-19
C592,M30,4,2005-04-11
C592,M97,5,2005-06-04
C592,M191,3,2005-04-19
C592,M225,2,2005-06-24
C592,M275,5,2005-04-07
C592,M290,2,2005-04-11
C592,M299,4,2005-08-28
C592,M302,3,2005-06-24
C592,M331,3,2005-04-08
C592,M334,4,2005-07-23
C592,M357,4,2005-04-16
C592,M516,4,2005-10-09
C592,M645,5,2005-11-13
C592,M758,3,2005-04-11
C592,M843,5,2005-07-26
C592,M886,5,2005-03-23
C592,M897,4,2005-08-28
C592,M900,4,2005-05-30
C592,M970,3,2005-09-23
C592,M1036,4,2005-11-13
C592,M1110,5,2005-04-07
C592,M1145,3,2005-08-28
C592,M1220,5,2005-04-11
C592,M1307,3,2005-04-11
C592,M1428,4,2005-05-27
C592,M1470,4,2005-04-11
C592,M1489,3,2005-08-06
C592,M1542,4,2005-08-28
C592,M1833,3,2005-03-27
C592,M1865,2,2005-04-11
C592,M1884,4,2005-08-20
C592,M1905,5,2005-04-11
C592,M1962,4,2005-04-11
C592,M2026,4,2005-07-17
C592,M2112,3,2005-04-11
C592,M2350,3,2005-06-22
C592,M2372,4,2005-04-11
C592,M2391,4,2005-04-11
C592,M2452,5,2005-04-11
C592,M2543,3,2005-09-23
C592,M2643,4,2005-09-14
C592,M2660,4,2005-08-28
C592,M2743,4,2005-04-21
C592,M2782,3,2005-04-19
C592,M2800,4,2005-08-28
C592,M2874,4,2005-04-11
C592,M2877,4,2005-07-23
C592,M2899,4,2005-11-16
C592,M2913,5,2005-05-05
C592,M3151,3,2005-04-11
C592,M3231,4,2005-05-22
C592,M3253,3,2005-12-12
C592,M3282,3,2005-10-11
C592,M3320,2,2005-04-11
C592,M3371,5,2005-03-21
C592,M3446,4,2005-04-19
C592,M3461,2,2005-06-22
C592,M3624,4,2005-04-11
C592,M3704,3,2005-05-22
C592,M3756,3,2005-04-11
C592,M3825,3,2005-04-11
C592,M3860,4,2005-04-11
C592,M3864,5,2005-10-26
C592,M3894,3,2005-08-28
C592,M3917,5,2005-04-27
C592,M3938,5,2005-04-11
C592,M3962,5,2005-04-19
C592,M4099,3,2005-05-30
C592,M4159,3,2005-08-06
C592,M4193,3,2005-10-09
C592,M4266,3,2005-04-11
C592,M4306,4,2005-04-19
C592,M4315,4,2005-06-14
C592,M4345,3,2005-04-11
C592,M4356,3,2005-04-11
C592,M4420,3,2005-08-01
C592,M4432,4,2005-04-11
C592,M4472,4,2005-04-11
C596,M138,5,2005-05-16
C596,M143,2,2005-04-29
C596,M175,5,2005-01-31
C596,M191,4,2005-01-25
C596,M312,4,2005-05-16
C596,M345,5,2005-06-30
C596,M348,4,2005-05-26
C596,M408,3,2005-02-09
C596,M571,4,2005-06-14
C596,M674,5,2005-02-09
C596,M708,2,2005-01-19
C596,M752,5,2005-04-29
C596,M788,4,2005-06-13
C596,M798,2,2005-02-02
C596,M822,5,2005-05-26
C596,M859,4,2005-02-09
C596,M1066,3,2005-04-28
C596,M1110,3,2005-05-24
C596,M1145,3,2005-01-19
C596,M1148,3,2005-01-28
C596,M1180,3,2005-05-24
C596,M1202,4,2005-05-19
C596,M1256,5,2005-06-30
C596,M1274,5,2005-04-28
C596,M1324,5,2005-02-01
C596,M1367,5,2005-03-01
C596,M1476,5,2005-01-28
C596,M1571,4,2005-02-02
C596,M1582,1,2005-03-01
C596,M1625,5,2005-01-28
C596,M1633,5,2005-02-09
C596,M1650,2,2005-05-19
C596,M1668,2,2005-03-01
C596,M1693,3,2005-03-01
C596,M1757,3,2005-04-27
C596,M1799,2,2005-04-29
C596,M1803,4,2005-01-28
C596,M1877,5,2005-05-24
C596,M1902,4,2005-05-16
C596,M1905,5,2005-01-25
C596,M2037,4,2005-02-02
C596,M2040,5,2005-04-29
C596,M2074,5,2005-05-09
C596,M2122,5,2005-01-31
C596,M2139,4,2005-05-26
C596,M2152,1,2005-01-19
C596,M2178,4,2005-03-16
C596,M2252,5,2005-02-02
C596,M2348,3,2005-02-02
C596,M2394,3,2005-03-01
C596,M2395,3,2005-03-01
C596,M2430,5,2005-01-28
C596,M2452,5,2005-01-28
C596,M2617,3,2005-06-14
C596,M2712,3,2005-03-01
C596,M2795,5,2005-06-30
C596,M2861,5,2005-05-05
C596,M2862,5,2005-02-09
C596,M2938,5,2005-06-30
C596,M2942,5,2005-05-24
C596,M3017,3,2005-01-26
C596,M3030,3,2005-05-26
C596,M3047,1,2005-04-29
C596,M3078,5,2005-06-30
C596,M3111,4,2005-06-01
C596,M3148,3,2005-03-01
C596,M3151,2,2005-04-27
C596,M3168,4,2005-02-09
C596,M3333,4,2005-03-03
C596,M3379,4,2005-04-29
C596,M3427,3,2005-05-19
C596,M3487,4,2005-05-19
C596,M3489,5,2005-02-01
C596,M3523,5,2005-04-29
C596,M3624,5,2005-06-14
C596,M3650,3,2005-04-29
C596,M3730,4,2005-05-24
C596,M3782,4,2005-05-19
C596,M3817,3,2005-01-28
C596,M3925,4,2005-03-01
C596,M4043,5,2005-01-28
C596,M4247,3,2005-05-27
C596,M4262,4,2005-03-01
C596,M4302,4,2005-06-14
C596,M4306,3,2005-02-01
C596,M4330,3,2005-05-19
C596,M4384,4,2005-02-09
C596,M4392,5,2005-02-02
C602,M30,5,2005-09-08
C602,M58,4,2005-09-21
C602,M175,4,2005-06-14
C602,M191,5,2005-06-14
C602,M197,3,2005-06-20
C602,M270,2,2005-06-14
C602,M295,3,2005-09-12
C602,M313,5,2005-06-14
C602,M468,5,2005-06-14
C602,M483,3,2005-06-14
C602,M571,3,2005-09-21
C602,M607,3,2005-06-14
C602,M658,4,2005-08-02
C602,M662,3,2005-08-02
C602,M705,5,2005-06-14
C602,M788,3,2005-06-14
C602,M833,3,2005-06-14
C602,M851,3,2005-08-02
C602,M886,4,2005-06-14
C602,M985,3,2005-06-20
C602,M1073,4,2005-09-28
C602,M1102,4,2005-06-14
C602,M1110,5,2005-06-14
C602,M1144,3,2005-09-21
C602,M1174,5,2005-06-14
C602,M1180,5,2005-06-14
C602,M1202,5,2005-06-14
C602,M1220,5,2005-06-14
C602,M1267,3,2005-06-14
C602,M1295,5,2005-06-14
C602,M1307,4,2005-06-14
C602,M1324,4,2005-06-14
C602,M1428,4,2005-06-14
C602,M1467,4,2005-06-14
C602,M1509,4,2005-06-14
C602,M1561,5,2005-06-14
C602,M1590,5,2005-06-14
C602,M1615,5,2005-06-14
C602,M1659,5,2005-06-14
C602,M1661,4,2005-06-14
C602,M1744,4,2005-06-14
C602,M1754,4,2005-08-02
C602,M1798,5,2005-06-14
C602,M1799,4,2005-06-14
C602,M1810,4,2005-06-14
C602,M1839,1,2005-06-20
C602,M1843,4,2005-06-14
C602,M1905,4,2005-06-14
C602,M1918,3,2005-06-20
C602,M1962,4,2005-06-20
C602,M1975,2,2005-06-20
C602,M2095,4,2005-06-14
C602,M2128,5,2005-06-14
C602,M2152,3,2005-06-14
C602,M2186,5,2005-06-14
C602,M2192,5,2005-06-14
C602,M2290,4,2005-08-02
C602,M2372,4,2005-06-20
C602,M2389,3,2005-09-21
C602,M2391,4,2005-06-20
C602,M2452,5,2005-06-14
C602,M2470,4,2005-06-14
C602,M2751,4,2005-06-14
C602,M2782,5,2005-06-14
C602,M2862,4,2005-06-14
C602,M3078,3,2005-06-14
C602,M3079,5,2005-06-14
C602,M3138,5,2005-06-14
C602,M3151,5,2005-06-20
C602,M3254,2,2005-06-14
C602,M3274,2,2005-06-14
C602,M3282,1,2005-06-20
C602,M3333,3,2005-06-20
C602,M3368,4,2005-06-14
C602,M3427,3,2005-06-14
C602,M3463,4,2005-09-21
C602,M3610,4,2005-06-14
C602,M3624,5,2005-06-14
C602,M3638,5,2005-06-14
C602,M3672,3,2005-09-21
C602,M3860,3,2005-06-14
C602,M3903,3,2005-06-14
C602,M3925,5,2005-06-14
C602,M3938,5,2005-06-14
C602,M3962,5,2005-08-02
C602,M3972,5,2005-06-14
C602,M4043,3,2005-06-20
C602,M4123,5,2005-06-14
C602,M4256,4,2005-09-21
C602,M4266,4,2005-09-12
C602,M4289,4,2005-06-14
C602,M4306,5,2005-06-14
C602,M4315,4,2005-06-20
C602,M4345,1,2005-06-14
C602,M4356,4,2005-06-20
C602,M4369,4,2005-06-14
C602,M4393,3,2005-06-14
C602,M4432,4,2005-06-14
C602,M4472,3,2005-06-20
C609,M76,4,2005-05-04
C609,M148,4,2005-05-04
C609,M215,5,2005-09-05
C609,M223,4,2005-05-04
C609,M257,3,2005-05-04
C609,M295,3,2005-08-25
C609,M299,4,2005-05-04
C609,M305,4,2005-09-05
C609,M331,3,2005-08-25
C609,M483,3,2005-05-04
C609,M571,4,2005-08-25
C609,M708,4,2005-05-04
C609,M886,5,2005-05-04
C609,M994,4,2005-05-04
C609,M1180,4,2005-05-04
C609,M1256,5,2005-08-25
C609,M1289,2,2005-08-25
C609,M1399,3,2005-05-04
C609,M1409,5,2005-05-09
C609,M1542,4,2005-05-04
C609,M1558,5,2005-05-04
C609,M1561,3,2005-08-25
C609,M1578,3,2005-08-25
C609,M1582,4,2005-05-04
C609,M1585,3,2005-05-04
C609,M1703,5,2005-05-04
C609,M1794,4,2005-09-05
C609,M1877,5,2005-05-04
C609,M1939,4,2005-05-09
C609,M1962,5,2005-05-04
C609,M1976,4,2005-05-04
C609,M2095,5,2005-08-25
C609,M2136,3,2005-08-25
C609,M2152,4,2005-08-25
C609,M2153,3,2005-05-04
C609,M2162,3,2005-05-04
C609,M2395,4,2005-05-04
C609,M2452,4,2005-05-04
C609,M2528,3,2005-09-05
C609,M2603,5,2005-08-25
C609,M2612,4,2005-08-25
C609,M2617,4,2005-05-04
C609,M2660,3,2005-05-04
C609,M2783,3,2005-08-25
C609,M2795,4,2005-05-04
C609,M2800,3,2005-08-25
C609,M2897,3,2005-05-04
C609,M2927,5,2005-08-25
C609,M2938,5,2005-08-25
C609,M2942,5,2005-08-25
C609,M3078,5,2005-08-25
C609,M3106,4,2005-05-20
C609,M3161,3,2005-05-04
C609,M3225,4,2005-08-25
C609,M3256,3,2005-08-25
C609,M3274,1,2005-05-04
C609,M3321,4,2005-05-04
C609,M3333,3,2005-05-04
C609,M3427,3,2005-05-04
C609,M3434,4,2005-05-04
C609,M3463,5,2005-08-25
C609,M3466,3,2005-05-04
C609,M3538,5,2005-08-25
C609,M3571,2,2005-08-25
C609,M3579,3,2005-05-04
C609,M3605,4,2005-05-04
C609,M3648,3,2005-08-25
C609,M3860,3,2005-05-04
C609,M3905,4,2005-05-04
C609,M3921,3,2005-05-04
C609,M3958,4,2005-08-25
C609,M3962,5,2005-05-04
C609,M4098,1,2005-05-04
C609,M4123,4,2005-05-04
C609,M4145,5,2005-05-04
C609,M4189,4,2005-08-25
C609,M4216,4,2005-05-04
C609,M4290,3,2005-05-04
C609,M4306,4,2005-08-25
C609,M4402,4,2005-05-04
C609,M4411,5,2005-09-05
C609,M4432,3,2005-05-04
C614,M30,3,2004-07-27
C614,M148,2,2004-05-03
C614,M209,5,2004-04-17
C614,M270,5,2004-04-16
C614,M313,4,2004-04-16
C614,M571,5,2004-04-16
C614,M607,1,2004-08-21
C614,M634,5,2004-07-05
C614,M720,5,2005-07-07
C614,M722,5,2004-10-07
C614,M752,5,2004-08-21
C614,M896,3,2004-12-06
C614,M1020,5,2004-05-03
C614,M1035,3,2004-05-03
C614,M1102,5,2004-07-27
C614,M1144,5,2004-08-03
C614,M1145,2,2004-04-16
C614,M1180,5,2004-05-03
C614,M1289,2,2004-04-16
C614,M1406,4,2004-04-16
